first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Farlie,Brookz,Male,62,1963-07-31,59.0,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565
Mariette,,Female,47,1956-07-05,66.0,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.7543749999999999
Beverlee,Ungerechts,Female,49,1973-10-03,49.0,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.7543749999999999
Nanni,Girodias,Female,61,1959-01-08,64.0,other,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.7543749999999999
Delcina,Hursey,Female,22,1968-12-26,54.0,other,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75
Lek,Pimblett,Male,88,1955-09-29,67.0,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75
Ewell,Paulusch,Male,31,1998-01-15,25.0,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75
Madison,Lars,Male,11,1967-01-19,56.0,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75
Ardis,Taree,Female,97,1960-04-12,62.0,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748
Wheeler,Godsil,Male,51,1993-09-20,29.0,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375
Terrel,Keynd,Male,30,1961-04-20,61.0,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74375
Augie,Swallwell,Male,42,1939-08-22,83.0,other,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375
Lissa,Gawn,Female,86,1962-09-21,60.0,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74
Leisha,McConway,Female,3,1975-10-31,47.0,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74
Kearney,Cuddehy,Male,88,1997-05-18,25.0,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7394999999999999
Shellysheldon,Bichard,Male,96,1954-01-06,69.0,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7394999999999999
Reinhard,Oscroft,Male,23,1950-03-18,72.0,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7394999999999999
Menard,Venmore,Male,97,1978-04-04,44.0,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7374999999999999
Andree,Breeds,Female,31,1954-10-19,68.0,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7374999999999999
Kata,Harrop,Female,70,1950-05-04,72.0,other,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7374999999999999
Pierrette,Gummie,Female,18,1966-08-04,56.0,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7374999999999999
Demott,Mullaly,Male,42,1982-12-15,40.0,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.7331249999999999
Wendye,Kleinplatz,Female,48,1996-05-28,26.0,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731
Irvin,Bevans,Male,82,1962-07-12,60.0,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875
Austine,Speedy,Female,38,1940-05-23,82.0,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73
Wolf,Craft,Male,93,1995-07-19,27.0,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73
Aldin,Newsome,Male,24,1981-07-06,41.0,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725
Sindee,Jasik,Female,18,1942-10-21,80.0,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725
Truman,Arlett,Male,58,1958-06-25,64.0,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725
Leticia,Hovenden,Female,98,1997-04-03,25.0,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.7187500000000001
Caritta,Compston,Female,86,1958-04-25,64.0,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.7187500000000001
Annabelle,Hanwell,Female,11,1951-11-28,71.0,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875
Darryl,Hovee,Female,2,1944-04-28,78.0,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.7171875
Orly,Nesbitt,Female,6,1985-03-25,37.0,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714
Margette,Gibard,Female,34,1942-07-06,80.0,other,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.7124999999999999
Nicol,Bertot,Female,25,1977-09-11,45.0,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.7124999999999999
Nobe,Trowsdale,Male,12,1968-07-12,54.0,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7124999999999999
Stephen,Tittershill,Male,73,1991-12-21,31.0,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7124999999999999
Giselbert,Pickring,Male,94,1959-07-28,63.0,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875
Shane,Diss,Female,50,1980-10-29,42.0,other,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875
Lisette,Davers,Female,59,1940-10-26,82.0,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875
Kippar,Whyatt,Male,13,1960-01-21,63.0,other,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71
Xenia,Maleck,Female,41,1960-02-14,63.0,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71
Essie,Withur,Female,42,1941-02-26,82.0,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7054999999999999
Lillis,Eshmade,Female,50,1974-10-12,48.0,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7054999999999999
Ted,Izacenko,Male,3,1959-08-01,63.0,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7054999999999999
Nixie,Shoesmith,Female,45,1956-12-04,66.0,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.7039062500000001
Briana,Trill,Female,5,1944-03-18,78.0,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.7039062500000001
Wrennie,Dwelly,Female,23,1940-03-11,82.0,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125
Sibylla,Kibble,Female,73,1962-08-05,60.0,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125
Kariotta,Naper,Female,8,1952-04-07,70.0,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125
Wylie,Huntingdon,Male,99,1966-08-11,56.0,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125
Lizbeth,Garvan,Female,36,1996-09-06,26.0,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125
Averil,Ackery,Male,93,1970-09-09,52.0,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125
Myrtie,Ostrich,Female,70,1996-06-18,26.0,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125
Ross,Vidgen,Male,17,1947-12-28,75.0,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7000000000000001
Sibby,Skinner,Female,25,1981-05-05,41.0,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7000000000000001
Selle,Casper,Female,98,1978-03-27,44.0,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7
Andrew,Froment,Male,58,1977-07-19,45.0,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7
Maurizia,Ritmeyer,Female,95,1980-04-09,42.0,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7
Keenan,Moriarty,Male,67,1994-12-23,28.0,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7
Davide,Senten,Male,22,1941-02-23,82.0,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697
Renie,Fiveash,Female,92,1992-10-10,30.0,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697
Willard,Booton,Male,69,1938-09-02,84.0,other,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697
Debby,Balmadier,Female,53,1992-06-24,30.0,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.6906249999999999
Harvey,Dwelley,Male,70,1973-08-30,49.0,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.6906249999999999
Patrice,Pariss,Male,96,1954-06-15,68.0,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.6906249999999999
Arman,Yakubov,Male,68,1977-10-07,45.0,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.6906249999999999
Gardiner,Gypps,Male,91,1991-06-01,31.0,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.6906249999999999
Thaddus,Joder,Male,31,1957-12-10,65.0,other,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69
Jillane,Simion,Female,8,1974-07-03,48.0,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875
Lynnell,Shoesmith,Female,44,1981-01-29,42.0,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875
Mandie,MacAdie,Female,39,1974-12-25,48.0,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875
Ferdinand,Billie,Male,97,1965-09-04,57.0,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875
Suzy,Bussens,Female,44,1973-04-29,49.0,other,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875
Emeline,Vezey,Female,37,1953-08-07,69.0,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875
Cissiee,Baylis,Female,99,1951-07-22,71.0,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875
Roldan,Raybould,Male,27,1975-11-18,47.0,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875
Barth,Weare,Male,18,1946-08-22,76.0,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68
Alta,Pithcock,Female,64,1999-11-18,23.0,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68
Marc,Keunemann,Male,57,1972-09-04,50.0,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68
Bertine,Smalles,Female,85,1983-12-10,39.0,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68
Wilbert,O'Loughnan,Male,14,1983-05-18,39.0,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68
Miran,Runchman,Female,47,1975-07-09,47.0,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68
Dorotea,Fenwick,Female,74,1950-10-12,72.0,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375
Jenny,Massy,Female,82,1963-10-16,59.0,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375
Beatrix,McGivena,Female,26,1966-10-18,56.0,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375
Nalani,Hallad,Female,15,1999-11-30,23.0,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675
Inglebert,Butland,Male,71,1966-01-30,57.0,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675
Brendis,Pineaux,Male,12,1978-01-15,45.0,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675
Glendon,Malham,Male,36,1965-08-21,57.0,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715
Morganica,Bentke,Female,40,1977-01-03,46.0,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67
Son,Varney,Male,75,1993-11-02,29.0,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.6693749999999999
Bartram,Caltun,Male,28,1956-09-15,66.0,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.6693749999999999
Halette,Borsi,Female,60,1961-12-10,61.0,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.6693749999999999
Killie,Densie,Male,87,1997-03-28,25.0,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625
Mandi,Adamsson,Female,40,1992-04-07,30.0,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.6640625
Yardley,Matten,Male,35,1991-03-06,31.0,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.6625000000000001
Shepperd,Leonards,Male,17,1981-04-14,41.0,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625000000000001
Fancie,Woofendell,Female,68,1966-09-17,56.0,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625000000000001
Micheil,Fleote,Male,48,1975-09-20,47.0,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66
Cecily,Faircley,Female,42,1947-06-12,75.0,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66
Glory,Chilcott,Female,49,1939-09-09,83.0,other,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875
Sinclair,Wark,Male,68,1974-02-21,49.0,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875
Tomaso,Horsley,Male,97,2001-04-16,21.0,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875
Gilli,Christophers,Female,70,1948-03-02,74.0,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625
Errick,Burgin,Male,87,1998-08-19,24.0,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625
Damian,Renard,Male,43,1976-07-19,46.0,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625
Agnola,Batterson,Female,86,1980-01-03,43.0,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545
Riki,Wandtke,Female,25,1962-05-12,60.0,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125
Mikol,Eck,Male,99,1975-07-25,47.0,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125
Phyllis,Wibberley,Female,7,1971-01-10,52.0,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65
Burt,Vasechkin,Male,33,1950-04-15,72.0,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125
Trudie,Phinnessy,Female,45,1960-07-04,62.0,other,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125
Frederigo,Cribbott,Male,35,1965-03-15,57.0,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646
Darb,,Male,80,1969-06-04,53.0,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64
Cal,Van den Velde,Male,22,1996-03-18,26.0,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64
Stephani,Sidsaff,Female,32,1973-09-29,49.0,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64
Meade,Bampton,Male,69,1982-04-25,40.0,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64
Flore,Cashen,Female,79,1978-06-21,44.0,other,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375
Leighton,Firbanks,Male,51,1973-12-22,49.0,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375
Petr,Westman,Male,5,1987-11-02,35.0,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375
Yorgos,Dewhurst,Male,6,1950-09-09,72.0,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375
Simmonds,Bapty,Male,52,2002-01-04,21.0,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375
Hagen,MacCarter,Male,93,1983-02-08,40.0,other,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375
Cazzie,Stanwix,Male,37,1960-10-01,62.0,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375
Geoff,Gwillym,Male,89,1999-02-22,24.0,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375
Simonette,,Female,4,1990-04-06,32.0,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375
Deirdre,Sturgeon,Female,11,1965-12-22,57.0,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375
Juliann,Siemantel,Female,86,1947-12-15,75.0,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375
Janaye,Eade,Female,23,1984-12-13,38.0,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375
Dylan,Stranio,Male,47,1953-04-02,69.0,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63
Mel,Rochford,Female,11,1989-07-23,33.0,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875
Elvin,Trayhorn,Male,46,1993-06-02,29.0,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875
Sonni,Milligan,Female,73,1988-03-05,34.0,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875
Kellina,Haygreen,Female,38,1966-01-19,57.0,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625
Yuma,Dennick,Male,40,1972-11-10,50.0,other,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625
Therese,Brotherhood,Female,30,1981-07-28,41.0,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.6242187499999999
Pansie,Beccero,Female,35,1964-07-07,58.0,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6204999999999999
Reinaldos,Simmig,Male,55,1955-01-15,68.0,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6204999999999999
Calhoun,Mussington,Male,98,1992-10-13,30.0,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6204999999999999
Winn,Wells,Male,66,1994-04-12,28.0,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62
Rafi,Brettelle,Male,89,1956-08-12,66.0,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625
Fey,,Female,48,1957-09-04,65.0,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625
Verne,Loalday,Male,1,1982-03-20,40.0,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125
Eleonora,Wiszniewski,Female,49,1980-04-23,42.0,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125
Fayre,Brannigan,Female,32,1992-10-13,30.0,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125
Eachelle,Noirel,Female,93,1974-01-26,49.0,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612
Carl,Troyes,Male,4,1973-03-12,49.0,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612
Cordie,Brankley,Female,79,1954-09-21,68.0,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375000000001
Jackie,Pays,Male,21,1955-11-09,67.0,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.6056249999999999
Carroll,Schlagman,Female,61,1951-08-25,71.0,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6034999999999999
Frans,Idale,Male,1,1969-10-03,53.0,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6034999999999999
Amara,Clow,Female,47,1966-11-17,56.0,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6
Anthony,Morison,Male,7,1938-06-08,84.0,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6
Cherye,Stanfield,Female,0,1981-07-05,41.0,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6
Ansell,Tolhurst,Male,77,1949-08-11,73.0,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6
Erminie,Rabidge,Female,64,1982-03-09,40.0,other,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625
Rosene,Beckey,Female,25,1974-05-21,48.0,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625
Darlleen,Shalcras,Female,77,1980-09-14,42.0,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625
Bryon,Goundry,Male,79,1951-02-05,72.0,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.5950000000000001
Luci,Dyter,Female,12,1952-05-30,70.0,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.5950000000000001
Sloan,Pudney,Male,83,1964-11-10,58.0,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.5950000000000001
Otes,Elegood,Male,67,1940-11-25,82.0,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595
Davie,Blay,Male,94,1985-12-19,37.0,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595
